"SourceFile","AttributeName","AttributeType","Description","IsSingleValued"
"People.csv","deathState","String","Found in People.csv. 112 unique values out of 20936 total values (10801 null/empty)","True"
"People.csv","deathYear","Integer","Found in People.csv. 152 unique values out of 20936 total values (10740 null/empty)","True"
"People.csv","debut","String","Found in People.csv. 10971 unique values out of 20936 total values (213 null/empty)","True"
"Teams.csv","divID","String","Found in Teams.csv. 3 unique values out of 3015 total values (1517 null/empty)","True"
"Teams.csv","DivWin","String","Found in Teams.csv. 2 unique values out of 3015 total values (1545 null/empty)","True"
"Fielding.csv","DP","Integer","Found in Fielding.csv. 170 unique values out of 149365 total values (0 null/empty)","True"
"Fielding.csv","E","Integer","Found in Fielding.csv. 107 unique values out of 149365 total values (1 null/empty)","True"
"Pitching.csv","ER","Integer","Found in Pitching.csv. 216 unique values out of 50402 total values (0 null/empty)","True"
"Pitching.csv","ERA","String","Found in Pitching.csv. 1304 unique values out of 50402 total values (97 null/empty)","True"
"Hardcoded","fielding","MultiValue","Hardcoded MultiValue attribute","False"
"People.csv","finalGame","String","Found in People.csv. 9853 unique values out of 20936 total values (213 null/empty)","True"
"Teams.csv","FP","String","Found in Teams.csv. 166 unique values out of 3015 total values (0 null/empty)","True"
"Teams.csv","franchID","String","Found in Teams.csv. 120 unique values out of 3015 total values (0 null/empty)","True"
"TeamsFranchises.csv","franchName","String","Found in TeamsFranchises.csv. 99 unique values out of 120 total values (0 null/empty)","True"
"Batting.csv","G","Integer","Found in Batting.csv. 165 unique values out of 112184 total values (0 null/empty)","True"
"Appearances.csv","G-1b","Integer","Found in Appearances.csv. 163 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-2b","Integer","Found in Appearances.csv. 164 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-3b","Integer","Found in Appearances.csv. 165 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-all","Integer","Found in Appearances.csv. 165 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-batting","Integer","Found in Appearances.csv. 166 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-c","Integer","Found in Appearances.csv. 157 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-cf","Integer","Found in Appearances.csv. 163 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-defense","Integer","Found in Appearances.csv. 166 unique values out of 112106 total values (7698 null/empty)","True"
"Appearances.csv","G-dh","Integer","Found in Appearances.csv. 158 unique values out of 112106 total values (1264 null/empty)","True"
"Appearances.csv","G-lf","Integer","Found in Appearances.csv. 164 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-of","Integer","Found in Appearances.csv. 165 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-p","Integer","Found in Appearances.csv. 95 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-ph","Integer","Found in Appearances.csv. 94 unique values out of 112106 total values (8962 null/empty)","True"
"Appearances.csv","G-pr","Integer","Found in Appearances.csv. 50 unique values out of 112106 total values (8962 null/empty)","True"
"Appearances.csv","G-rf","Integer","Found in Appearances.csv. 163 unique values out of 112106 total values (0 null/empty)","True"
"Appearances.csv","G-ss","Integer","Found in Appearances.csv. 166 unique values out of 112106 total values (0 null/empty)","True"
"AllstarFull.csv","gameID","String","Found in AllstarFull.csv. 92 unique values out of 5516 total values (49 null/empty)","True"
"AllstarFull.csv","gameNum","Integer","Found in AllstarFull.csv. 3 unique values out of 5516 total values (0 null/empty)","True"
"HomeGames.csv","games","Integer","Found in HomeGames.csv. 88 unique values out of 3200 total values (0 null/empty)","True"
"FieldingOF.csv","Gcf","Integer","Found in FieldingOF.csv. 159 unique values out of 12028 total values (37 null/empty)","True"
"Pitching.csv","GF","Integer","Found in Pitching.csv. 78 unique values out of 50402 total values (0 null/empty)","True"
"Teams.csv","Ghome","Integer","Found in Teams.csv. 47 unique values out of 3015 total values (399 null/empty)","True"
"Batting.csv","GIDP","Integer","Found in Batting.csv. 35 unique values out of 112184 total values (25442 null/empty)","True"
"FieldingOF.csv","Glf","Integer","Found in FieldingOF.csv. 157 unique values out of 12028 total values (37 null/empty)","True"
"AllstarFull.csv","GP","Integer","Found in AllstarFull.csv. 2 unique values out of 5516 total values (0 null/empty)","True"
"FieldingOF.csv","Grf","Integer","Found in FieldingOF.csv. 159 unique values out of 12028 total values (43 null/empty)","True"
"Appearances.csv","GS","Integer","Found in Appearances.csv. 165 unique values out of 112106 total values (8962 null/empty)","True"
"Batting.csv","H","Integer","Found in Batting.csv. 250 unique values out of 112184 total values (0 null/empty)","True"
"Teams.csv","HA","Integer","Found in Teams.csv. 772 unique values out of 3015 total values (0 null/empty)","True"
"ManagersHalf.csv","half","Integer","Found in ManagersHalf.csv. 2 unique values out of 93 total values (0 null/empty)","True"
"Batting.csv","HBP","Integer","Found in Batting.csv. 41 unique values out of 112184 total values (2816 null/empty)","True"
"People.csv","height","Integer","Found in People.csv. 23 unique values out of 20936 total values (730 null/empty)","True"
"Batting.csv","HR","Integer","Found in Batting.csv. 68 unique values out of 112184 total values (0 null/empty)","True"
"Teams.csv","HRA","Integer","Found in Teams.csv. 248 unique values out of 3015 total values (0 null/empty)","True"
"Batting.csv","IBB","Integer","Found in Batting.csv. 45 unique values out of 112184 total values (36651 null/empty)","True"
"HallOfFame.csv","inducted","String","Found in HallOfFame.csv. 2 unique values out of 4323 total values (0 null/empty)","True"
"Fielding.csv","InnOuts","Integer","Found in Fielding.csv. 4339 unique values out of 149365 total values (29932 null/empty)","True"
"Managers.csv","inseason","Integer","Found in Managers.csv. 9 unique values out of 3718 total values (0 null/empty)","True"
"Pitching.csv","IPouts","Integer","Found in Pitching.csv. 1311 unique values out of 50402 total values (0 null/empty)","True"
"Managers.csv","L","Integer","Found in Managers.csv. 119 unique values out of 3718 total values (0 null/empty)","True"
"HomeGames.csv","league-key","String","Found in HomeGames.csv. 7 unique values out of 3200 total values (0 null/empty)","True"
"AllstarFull.csv","lgID","String","Found in AllstarFull.csv. 2 unique values out of 5516 total values (0 null/empty)","True"
"SeriesPost.csv","lgIDloser","String","Found in SeriesPost.csv. 3 unique values out of 378 total values (0 null/empty)","True"
"SeriesPost.csv","lgIDwinner","String","Found in SeriesPost.csv. 3 unique values out of 378 total values (0 null/empty)","True"
"Teams.csv","LgWin","String","Found in Teams.csv. 2 unique values out of 3015 total values (28 null/empty)","True"
"SeriesPost.csv","losses","Integer","Found in SeriesPost.csv. 6 unique values out of 378 total values (0 null/empty)","True"
"TeamsFranchises.csv","NAassoc","String","Found in TeamsFranchises.csv. 12 unique values out of 120 total values (108 null/empty)","True"
"Teams.csv","name","String","Found in Teams.csv. 140 unique values out of 3015 total values (0 null/empty)","True"
"Schools.csv","name-full","String","Found in Schools.csv. 1199 unique values out of 1207 total values (0 null/empty)","True"
"People.csv","nameFirst","String","Found in People.csv. 2657 unique values out of 20936 total values (36 null/empty)","True"
"People.csv","nameGiven","String","Found in People.csv. 13928 unique values out of 20936 total values (36 null/empty)","True"
"People.csv","nameLast","String","Found in People.csv. 10540 unique values out of 20936 total values (0 null/empty)","True"
"HallOfFame.csv","needed","String","Found in HallOfFame.csv. 68 unique values out of 4323 total values (354 null/empty)","True"
"HallOfFame.csv","needed-note","String","Found in HallOfFame.csv. 2 unique values out of 4323 total values (4166 null/empty)","True"
"AwardsManagers.csv","notes","String","No values found in AwardsManagers.csv","True"
"HomeGames.csv","openings","Integer","Found in HomeGames.csv. 87 unique values out of 3200 total values (0 null/empty)","True"
"Teams.csv","park","String","Found in Teams.csv. 219 unique values out of 3015 total values (34 null/empty)","True"
"Parks.csv","park-alias","String","Found in Parks.csv. 57 unique values out of 255 total values (196 null/empty)","True"
"HomeGames.csv","park-key","String","Found in HomeGames.csv. 258 unique values out of 3200 total values (0 null/empty)","True"
"Parks.csv","park-name","String","Found in Parks.csv. 243 unique values out of 255 total values (0 null/empty)","True"
"Fielding.csv","PB","String","Found in FieldingPost.csv. 5 unique values out of 15540 total values (14338 null/empty)","True"
"Hardcoded","pitching","MultiValue","Hardcoded MultiValue attribute","False"
"AllstarFull.csv","playerID","String","Found in AllstarFull.csv. 1939 unique values out of 5516 total values (0 null/empty)","True"
"Managers.csv","plyrMgr","String","Found in Managers.csv. 2 unique values out of 3718 total values (0 null/empty)","True"
"Fielding.csv","PO","Integer","Found in Fielding.csv. 1558 unique values out of 149365 total values (0 null/empty)","True"
"AwardsShareManagers.csv","pointsMax","Integer","Found in AwardsShareManagers.csv. 6 unique values out of 425 total values (11 null/empty)","True"
"AwardsShareManagers.csv","pointsWon","String","Found in AwardsSharePlayers.csv. 349 unique values out of 6879 total values (0 null/empty)","True"
"Fielding.csv","POS","String","Found in Fielding.csv. 7 unique values out of 149365 total values (0 null/empty)","True"
"Teams.csv","PPF","Integer","Found in Teams.csv. 42 unique values out of 3015 total values (0 null/empty)","True"
"Batting.csv","R","Integer","Found in Batting.csv. 167 unique values out of 112184 total values (0 null/empty)","True"
"Teams.csv","RA","Integer","Found in Teams.csv. 625 unique values out of 3015 total values (0 null/empty)","True"
"Managers.csv","rank","Integer","Found in Managers.csv. 1 unique values out of 1 total values (0 null/empty)","True"
"Batting.csv","RBI","Integer","Found in Batting.csv. 175 unique values out of 112184 total values (756 null/empty)","True"
"People.csv","retroID","String","Found in People.csv. 20891 unique values out of 20936 total values (45 null/empty)","True"
"BattingPost.csv","round","String","Found in BattingPost.csv. 22 unique values out of 16374 total values (0 null/empty)","True"
"Salaries.csv","salary","Integer","Found in Salaries.csv. 3393 unique values out of 26428 total values (0 null/empty)","True"
"schema_analysis.csv","SampleValue","String","Found in schema_analysis.csv. 137 unique values out of 327 total values (7 null/empty)","True"
"Batting.csv","SB","String","Found in Teams.csv. 325 unique values out of 3015 total values (125 null/empty)","True"
"CollegePlaying.csv","schoolID","String","Found in CollegePlaying.csv. 1038 unique values out of 17350 total values (0 null/empty)","True"
"Batting.csv","SF","Integer","Found in Batting.csv. 20 unique values out of 112184 total values (36104 null/empty)","True"
"Batting.csv","SH","Integer","Found in Batting.csv. 54 unique values out of 112184 total values (6068 null/empty)","True"
"Pitching.csv","SHO","Integer","Found in Pitching.csv. 15 unique values out of 50402 total values (0 null/empty)","True"
"Batting.csv","SO","Integer","Found in Batting.csv. 211 unique values out of 112184 total values (2100 null/empty)","True"
"Teams.csv","SOA","Integer","Found in Teams.csv. 1157 unique values out of 3015 total values (0 null/empty)","True"
"schema_analysis.csv","SourceFile","String","Found in schema_analysis.csv. 20 unique values out of 327 total values (0 null/empty)","True"
"HomeGames.csv","span-first","String","Found in HomeGames.csv. 1123 unique values out of 3200 total values (0 null/empty)","True"
"HomeGames.csv","span-last","String","Found in HomeGames.csv. 1153 unique values out of 3200 total values (0 null/empty)","True"
"AllstarFull.csv","startingPos","Integer","Found in AllstarFull.csv. 10 unique values out of 5516 total values (3785 null/empty)","True"
"Parks.csv","state","String","Found in Parks.csv. 37 unique values out of 255 total values (1 null/empty)","True"
"Batting.csv","stint","Integer","Found in Batting.csv. 5 unique values out of 112184 total values (0 null/empty)","True"
"Pitching.csv","SV","Integer","Found in Pitching.csv. 57 unique values out of 50402 total values (0 null/empty)","True"
"HomeGames.csv","team-key","String","Found in HomeGames.csv. 148 unique values out of 3200 total values (0 null/empty)","True"
"AllstarFull.csv","teamID","String","Found in AllstarFull.csv. 43 unique values out of 5516 total values (0 null/empty)","True"
"Teams.csv","teamIDBR","String","Found in Teams.csv. 101 unique values out of 3015 total values (0 null/empty)","True"
"Teams.csv","teamIDlahman45","String","Found in Teams.csv. 148 unique values out of 3015 total values (0 null/empty)","True"
"SeriesPost.csv","teamIDloser","String","Found in SeriesPost.csv. 46 unique values out of 378 total values (0 null/empty)","True"
"Teams.csv","teamIDretro","String","Found in Teams.csv. 151 unique values out of 3015 total values (0 null/empty)","True"
"SeriesPost.csv","teamIDwinner","String","Found in SeriesPost.csv. 43 unique values out of 378 total values (0 null/empty)","True"
"People.csv","throws","String","Found in People.csv. 3 unique values out of 20936 total values (973 null/empty)","True"
"AwardsManagers.csv","tie","String","Found in AwardsManagers.csv. 1 unique values out of 179 total values (177 null/empty)","True"
"SeriesPost.csv","ties","Integer","Found in SeriesPost.csv. 2 unique values out of 378 total values (0 null/empty)","True"
"FieldingPost.csv","TP","Integer","Found in FieldingPost.csv. 2 unique values out of 15540 total values (0 null/empty)","True"
"HallOfFame.csv","votedBy","String","Found in HallOfFame.csv. 9 unique values out of 4323 total values (0 null/empty)","True"
"HallOfFame.csv","votes","String","Found in HallOfFame.csv. 373 unique values out of 4323 total values (197 null/empty)","True"
"AwardsShareManagers.csv","votesFirst","String","Found in AwardsSharePlayers.csv. 39 unique values out of 6879 total values (358 null/empty)","True"
"Managers.csv","W","Integer","Found in Managers.csv. 115 unique values out of 3718 total values (0 null/empty)","True"
"Teams.csv","WCWin","String","Found in Teams.csv. 2 unique values out of 3015 total values (2181 null/empty)","True"
"People.csv","weight","Integer","Found in People.csv. 158 unique values out of 20936 total values (809 null/empty)","True"
"SeriesPost.csv","wins","Integer","Found in SeriesPost.csv. 7 unique values out of 378 total values (0 null/empty)","True"
"Fielding.csv","WP","String","Found in PitchingPost.csv. 6 unique values out of 6538 total values (50 null/empty)","True"
"Teams.csv","WSWin","String","Found in Teams.csv. 2 unique values out of 3015 total values (357 null/empty)","True"
"Batting.csv","X2B","Integer","Found in Batting.csv. 64 unique values out of 112184 total values (0 null/empty)","True"
"Batting.csv","X3B","Integer","Found in Batting.csv. 32 unique values out of 112184 total values (0 null/empty)","True"
"HomeGames.csv","year-key","Integer","Found in HomeGames.csv. 152 unique values out of 3200 total values (0 null/empty)","True"
"AllstarFull.csv","yearID","Integer","Found in AllstarFull.csv. 89 unique values out of 5516 total values (0 null/empty)","True"
"Fielding.csv","ZR","String","No values found in FieldingOFsplit.csv","True"
